Customer_ID,Bandwidth_Mbps,Price_Per_Mbps,Monthly_Internet_Fee,Years_With_Company,Customer_Type,Company_Size,Strategic_Category,Strategic_Level,Has_VoIP,Monthly_VoIP_Fee,Has_Server,Server_Type,Monthly_Server_Fee,Support_Tickets_Last_Year,Downtime_Hours_Last_Year,Contract_Type,Total_Monthly_Revenue,Number_of_Services,High_Value
C01593,100,280000,28000000,1.0,Business,Large,ISP Partner,3,1,1928060.0,1,Shared,18489000.0,9,5.9,Monthly,48417060.0,3,1
C01594,20,325000,6500000,7.3,Personal,Small,Normal,0,0,0.0,0,,0.0,3,4.3,Annual,6500000.0,1,0
C01595,10,335000,3350000,0.7,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.0,Monthly,3350000.0,1,0
C01596,20,300000,6000000,1.7,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.4,Monthly,6000000.0,1,0
C01597,30,300000,9000000,3.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.5,Monthly,9000000.0,1,0
C01598,50,270000,13500000,5.1,Business,Large,Enterprise,2,1,1788203.0,1,VPS,18679067.0,5,5.5,Annual,33967270.0,3,0
C01599,300,205000,61500000,1.5,Government,Large,Government,3,1,536921.0,1,VPS,14612893.0,7,5.9,Monthly,76649814.0,3,1
C01600,150,230000,34500000,4.0,Business,Small,Small Business,1,0,0.0,0,,0.0,0,2.2,Monthly,34500000.0,1,0
C01601,300,205000,61500000,4.4,Business,Large,ISP Partner,3,1,587244.0,0,,0.0,4,6.4,Monthly,62087244.0,2,1
C01602,200,230000,46000000,0.2,Business,Small,Small Business,1,0,0.0,0,,0.0,3,3.5,Monthly,46000000.0,1,1
C01603,50,285000,14250000,9.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Annual,14250000.0,1,0
C01604,100,250000,25000000,6.1,Business,Small,Small Business,1,1,1940211.0,0,,0.0,3,3.3,Annual,26940211.0,2,0
C01605,300,225000,67500000,1.0,Business,Medium,Small Business,1,1,773527.0,0,,0.0,4,2.4,Monthly,68273527.0,2,1
C01606,30,290000,8700000,4.3,Business,Large,ISP Partner,3,1,961846.0,1,Shared,3706392.0,5,8.0,Monthly,13368238.0,3,0
C01607,10,360000,3600000,9.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.8,Monthly,3600000.0,1,0
C01608,20,305000,6100000,4.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,2.8,Monthly,6100000.0,1,0
C01609,10,355000,3550000,9.9,Personal,Small,Normal,0,1,1525749.0,0,,0.0,2,2.6,Monthly,5075749.0,2,0
C01610,300,255000,76500000,0.5,Government,Large,Government,3,1,1834391.0,1,Dedicated,14463173.0,5,5.2,Monthly,92797564.0,3,1
C01611,100,265000,26500000,4.5,Government,Large,Government,3,1,811946.0,1,Shared,15412080.0,8,4.7,Monthly,42724026.0,3,0
C01612,30,290000,8700000,5.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.2,Monthly,8700000.0,1,0
C01613,30,290000,8700000,3.3,Business,Small,Small Business,1,0,0.0,0,,0.0,2,0.6,Monthly,8700000.0,1,0
C01614,20,305000,6100000,1.5,Business,Small,Small Business,1,1,1084748.0,0,,0.0,6,5.5,Monthly,7184748.0,2,0
C01615,20,350000,7000000,7.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,3.0,Monthly,7000000.0,1,0
C01616,20,345000,6900000,5.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.0,Annual,6900000.0,1,0
C01617,100,270000,27000000,2.0,Business,Small,Small Business,1,1,1422723.0,0,,0.0,3,1.6,Monthly,28422723.0,2,0
C01618,300,235000,70500000,2.0,Business,Large,Hospital,3,1,1337096.0,0,,0.0,5,2.6,Monthly,71837096.0,2,1
C01619,150,230000,34500000,5.0,Business,Small,Small Business,1,1,1875167.0,0,,0.0,3,4.7,Monthly,36375167.0,2,0
C01620,20,330000,6600000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.8,Monthly,6600000.0,1,0
C01621,200,235000,47000000,0.6,Government,Large,Government,3,1,429064.0,1,VPS,4008785.0,8,11.7,Monthly,51437849.0,3,1
C01622,100,250000,25000000,7.0,Business,Small,Small Business,1,1,431529.0,0,,0.0,4,4.3,Annual,25431529.0,2,0
C01623,10,325000,3250000,0.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.2,Monthly,3250000.0,1,0
C01624,30,290000,8700000,3.4,Business,Small,Small Business,1,1,1171037.0,0,,0.0,8,5.6,Monthly,9871037.0,2,0
C01625,200,225000,45000000,6.0,Government,Large,Government,3,1,1045353.0,1,Shared,14628845.0,8,9.1,Monthly,60674198.0,3,1
C01626,20,300000,6000000,7.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.0,Annual,6000000.0,1,0
C01627,30,310000,9300000,1.0,Business,Large,ISP Partner,3,1,906361.0,1,VPS,12989407.0,9,5.8,Monthly,23195768.0,3,0
C01628,50,300000,15000000,9.8,Business,Small,Small Business,1,0,0.0,0,,0.0,0,1.3,Annual,15000000.0,1,0
C01629,100,290000,29000000,5.5,Business,Medium,Small Business,1,0,0.0,1,Shared,2218480.0,7,8.8,Annual,31218480.0,2,0
C01630,150,230000,34500000,1.9,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,4.5,Monthly,34500000.0,1,0
C01631,30,330000,9900000,4.8,Business,Medium,Small Business,1,1,1984191.0,0,,0.0,3,2.3,Monthly,11884191.0,2,0
C01632,20,300000,6000000,5.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.4,Annual,6000000.0,1,0
C01633,200,220000,44000000,10.0,Business,Large,ISP Partner,3,1,1743437.0,1,Shared,6459182.0,5,8.0,Annual,52202619.0,3,1
C01634,10,320000,3200000,3.7,Business,Medium,Small Business,1,1,745878.0,0,,0.0,7,9.3,Monthly,3945878.0,2,0
C01635,100,280000,28000000,5.0,Business,Small,Small Business,1,0,0.0,0,,0.0,0,6.3,Monthly,28000000.0,1,0
C01636,10,370000,3700000,6.6,Personal,Small,Normal,0,0,0.0,0,,0.0,5,6.8,Annual,3700000.0,1,0
C01637,30,290000,8700000,7.7,Business,Large,Enterprise,2,1,685824.0,0,,0.0,2,4.3,Annual,9385824.0,2,0
C01638,30,290000,8700000,7.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.3,Annual,8700000.0,1,0
C01639,30,300000,9000000,4.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.7,Monthly,9000000.0,1,0
C01640,20,335000,6700000,1.0,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.8,Monthly,6700000.0,1,0
C01641,50,300000,15000000,5.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.2,Monthly,15000000.0,1,0
C01642,10,330000,3300000,2.8,Personal,Small,Normal,0,0,0.0,0,,0.0,3,8.7,Monthly,3300000.0,1,0
C01643,100,265000,26500000,5.9,Government,Large,Government,3,1,1965636.0,1,VPS,8030819.0,11,9.2,Annual,36496455.0,3,0
C01644,50,270000,13500000,9.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.6,Annual,13500000.0,1,0
C01645,150,250000,37500000,6.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,7.3,Annual,37500000.0,1,0
C01646,50,270000,13500000,5.0,Business,Large,University,2,0,0.0,0,,0.0,2,1.1,Monthly,13500000.0,1,0
C01647,300,240000,72000000,4.5,Government,Large,Government,3,0,0.0,1,Shared,3526276.0,3,4.7,Monthly,75526276.0,2,1
C01648,20,310000,6200000,7.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.9,Annual,6200000.0,1,0
C01649,10,350000,3500000,3.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.7,Monthly,3500000.0,1,0
C01650,20,300000,6000000,3.6,Personal,Small,Normal,0,1,1455375.0,0,,0.0,2,2.0,Monthly,7455375.0,2,0
C01651,50,270000,13500000,7.6,Business,Medium,Small Business,1,0,0.0,1,VPS,18266144.0,8,8.9,Annual,31766144.0,2,0
C01652,300,200000,60000000,2.4,Business,Large,ISP Partner,3,1,1954511.0,1,VPS,9206376.0,8,6.8,Monthly,71160887.0,3,1
C01653,300,205000,61500000,4.8,Business,Large,Enterprise,2,0,0.0,0,,0.0,0,0.8,Monthly,61500000.0,1,1
C01654,20,300000,6000000,3.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.3,Monthly,6000000.0,1,0
C01655,150,230000,34500000,9.1,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,2.7,Monthly,34500000.0,1,0
C01656,10,350000,3500000,9.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.4,Annual,3500000.0,1,0
C01657,10,350000,3500000,8.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.9,Annual,3500000.0,1,0
C01658,150,230000,34500000,5.6,Business,Large,ISP Partner,3,1,1906390.0,1,Shared,11173675.0,5,7.0,Annual,47580065.0,3,1
C01659,20,335000,6700000,7.0,Personal,Small,Normal,0,0,0.0,0,,0.0,1,3.4,Annual,6700000.0,1,0
C01660,50,270000,13500000,9.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.5,Annual,13500000.0,1,0
C01661,20,350000,7000000,7.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.7,Monthly,7000000.0,1,0
C01662,150,255000,38250000,5.3,Business,Small,Small Business,1,0,0.0,0,,0.0,6,6.6,Monthly,38250000.0,1,0
C01663,30,315000,9450000,1.3,Business,Medium,Small Business,1,1,1763980.0,0,,0.0,4,6.1,Monthly,11213980.0,2,0
C01664,10,325000,3250000,4.6,Personal,Small,Normal,0,0,0.0,0,,0.0,2,5.2,Monthly,3250000.0,1,0
C01665,10,330000,3300000,0.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.6,Monthly,3300000.0,1,0
C01666,30,300000,9000000,1.4,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.7,Monthly,9000000.0,1,0
C01667,50,300000,15000000,0.6,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.1,Monthly,15000000.0,1,0
C01668,30,345000,10350000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.5,Monthly,10350000.0,1,0
C01669,150,230000,34500000,5.1,Business,Large,ISP Partner,3,1,1335691.0,1,Dedicated,15978860.0,6,8.4,Annual,51814551.0,3,1
C01670,10,320000,3200000,6.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.9,Annual,3200000.0,1,0
C01671,200,240000,48000000,1.1,Government,Large,Government,3,1,971945.0,1,VPS,10378549.0,10,10.5,Monthly,59350494.0,3,1
C01672,20,340000,6800000,7.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.6,Annual,6800000.0,1,0
C01673,50,270000,13500000,2.4,Personal,Small,Normal,0,0,0.0,0,,0.0,1,6.1,Monthly,13500000.0,1,0
C01674,150,280000,42000000,0.7,Business,Large,University,2,1,1753464.0,0,,0.0,3,3.5,Monthly,43753464.0,2,0
C01675,20,305000,6100000,3.5,Personal,Small,Normal,0,0,0.0,0,,0.0,3,5.5,Monthly,6100000.0,1,0
C01676,100,275000,27500000,4.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,0.5,Monthly,27500000.0,1,0
C01677,100,265000,26500000,9.5,Business,Medium,Small Business,1,1,1517446.0,0,,0.0,2,6.9,Annual,28017446.0,2,0
C01678,150,250000,37500000,4.9,Business,Medium,Small Business,1,1,868521.0,0,,0.0,6,7.8,Monthly,38368521.0,2,0
C01679,150,260000,39000000,3.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,1.3,Monthly,39000000.0,1,0
C01680,50,270000,13500000,7.4,Business,Small,Small Business,1,1,1431974.0,1,Dedicated,18101593.0,5,5.0,Annual,33033567.0,3,0
C01681,10,320000,3200000,8.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.7,Annual,3200000.0,1,0
C01682,300,200000,60000000,5.2,Government,Large,Government,3,1,1009249.0,1,VPS,7692233.0,5,6.6,Monthly,68701482.0,3,1
C01683,10,325000,3250000,5.4,Personal,Small,Normal,0,0,0.0,0,,0.0,2,5.4,Annual,3250000.0,1,0
C01684,200,230000,46000000,6.2,Business,Medium,Small Business,1,0,0.0,1,Shared,13143781.0,5,5.5,Annual,59143781.0,2,1
C01685,150,230000,34500000,4.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,5.2,Monthly,34500000.0,1,0
C01686,30,310000,9300000,7.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.4,Monthly,9300000.0,1,0
C01687,150,280000,42000000,2.1,Government,Large,Government,3,1,1737884.0,1,VPS,5183596.0,10,8.6,Monthly,48921480.0,3,1
C01688,300,200000,60000000,7.6,Government,Large,Government,3,1,401194.0,1,Shared,16320141.0,14,10.7,Annual,76721335.0,3,1
C01689,50,285000,14250000,4.1,Personal,Small,Normal,0,0,0.0,0,,0.0,6,7.5,Monthly,14250000.0,1,0
C01690,10,380000,3800000,0.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.1,Monthly,3800000.0,1,0
C01691,30,290000,8700000,2.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.4,Monthly,8700000.0,1,0
C01692,10,350000,3500000,6.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.2,Annual,3500000.0,1,0
C01693,10,350000,3500000,8.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.9,Annual,3500000.0,1,0
C01694,20,300000,6000000,5.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,6.5,Annual,6000000.0,1,0
C01695,10,320000,3200000,5.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.9,Monthly,3200000.0,1,0
C01696,200,245000,49000000,7.1,Business,Small,Small Business,1,1,898724.0,0,,0.0,6,5.7,Monthly,49898724.0,2,1
C01697,10,320000,3200000,9.3,Personal,Small,Normal,0,0,0.0,0,,0.0,1,3.8,Annual,3200000.0,1,0
C01698,10,340000,3400000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,1,2.7,Monthly,3400000.0,1,0
C01699,30,340000,10200000,1.9,Business,Small,Small Business,1,0,0.0,0,,0.0,0,4.2,Monthly,10200000.0,1,0
C01700,30,310000,9300000,6.3,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.4,Monthly,9300000.0,1,0
C01701,20,315000,6300000,7.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,4.1,Monthly,6300000.0,1,0
C01702,200,220000,44000000,6.2,Business,Large,Hospital,3,0,0.0,0,,0.0,6,10.2,Annual,44000000.0,1,1
C01703,10,320000,3200000,9.2,Personal,Small,Normal,0,0,0.0,0,,0.0,4,5.8,Annual,3200000.0,1,0
C01704,10,320000,3200000,6.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.0,Monthly,3200000.0,1,0
C01705,30,290000,8700000,9.1,Business,Medium,Small Business,1,0,0.0,1,Dedicated,14042932.0,3,2.8,Annual,22742932.0,2,0
C01706,10,330000,3300000,3.7,Personal,Small,Normal,0,0,0.0,0,,0.0,1,3.8,Monthly,3300000.0,1,0
C01707,200,230000,46000000,8.3,Business,Large,Enterprise,2,1,688605.0,0,,0.0,5,6.5,Annual,46688605.0,2,1
C01708,10,355000,3550000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,1,2.2,Monthly,3550000.0,1,0
C01709,300,210000,63000000,3.7,Government,Large,Government,3,1,1362065.0,1,Shared,12546748.0,5,5.1,Monthly,76908813.0,3,1
C01710,100,270000,27000000,6.3,Business,Large,University,2,0,0.0,1,VPS,13521998.0,9,8.4,Annual,40521998.0,2,0
C01711,20,300000,6000000,7.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.1,Annual,6000000.0,1,0
C01712,100,255000,25500000,3.8,Government,Large,Government,3,1,1209412.0,1,Dedicated,2278339.0,9,10.4,Monthly,28987751.0,3,0
C01713,150,230000,34500000,7.4,Business,Medium,Small Business,1,1,1314339.0,0,,0.0,5,2.6,Annual,35814339.0,2,0
C01714,100,250000,25000000,7.8,Business,Large,ISP Partner,3,1,1467380.0,1,Dedicated,19199902.0,9,9.4,Annual,45667282.0,3,1
C01715,150,240000,36000000,4.4,Government,Large,Government,3,1,1769636.0,1,Shared,15675600.0,8,6.6,Monthly,53445236.0,3,1
C01716,20,335000,6700000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,4,6.0,Monthly,6700000.0,1,0
C01717,300,225000,67500000,9.1,Business,Large,ISP Partner,3,1,1918344.0,1,Shared,13691770.0,8,4.8,Monthly,83110114.0,3,1
C01718,300,235000,70500000,1.6,Business,Medium,Small Business,1,1,997161.0,0,,0.0,5,8.6,Monthly,71497161.0,2,1
C01719,30,325000,9750000,5.7,Personal,Small,Normal,0,1,1834929.0,0,,0.0,2,1.2,Annual,11584929.0,2,0
C01720,10,320000,3200000,5.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.7,Monthly,3200000.0,1,0
C01721,20,305000,6100000,3.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.6,Monthly,6100000.0,1,0
C01722,200,240000,48000000,3.6,Government,Large,Government,3,1,1751181.0,1,VPS,8709334.0,9,7.8,Monthly,58460515.0,3,1
C01723,100,285000,28500000,1.2,Government,Large,Government,3,1,844066.0,0,,0.0,5,3.5,Monthly,29344066.0,2,0
C01724,20,340000,6800000,9.0,Personal,Small,Normal,0,0,0.0,0,,0.0,4,5.6,Annual,6800000.0,1,0
C01725,10,365000,3650000,5.1,Personal,Small,Normal,0,0,0.0,0,,0.0,4,4.7,Annual,3650000.0,1,0
C01726,100,250000,25000000,9.0,Government,Large,Government,3,1,607489.0,1,Dedicated,17261380.0,7,10.2,Monthly,42868869.0,3,0
C01727,10,320000,3200000,0.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.9,Monthly,3200000.0,1,0
C01728,50,290000,14500000,9.5,Personal,Small,Normal,0,0,0.0,0,,0.0,5,5.6,Annual,14500000.0,1,0
C01729,20,310000,6200000,8.6,Personal,Small,Normal,0,0,0.0,0,,0.0,3,6.8,Monthly,6200000.0,1,0
C01730,300,200000,60000000,5.7,Business,Large,University,2,1,547038.0,0,,0.0,4,4.9,Monthly,60547038.0,2,1
C01731,10,325000,3250000,9.1,Personal,Small,Normal,0,0,0.0,0,,0.0,3,4.8,Annual,3250000.0,1,0
C01732,10,330000,3300000,6.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Annual,3300000.0,1,0
C01733,30,345000,10350000,1.0,Business,Large,Enterprise,2,0,0.0,0,,0.0,9,10.3,Monthly,10350000.0,1,0
C01734,150,280000,42000000,0.4,Government,Large,Government,3,1,996592.0,1,Shared,8041720.0,5,6.7,Monthly,51038312.0,3,1
C01735,100,265000,26500000,4.5,Government,Large,Government,3,1,1487832.0,1,VPS,9511835.0,6,4.7,Monthly,37499667.0,3,0
C01736,20,305000,6100000,9.9,Personal,Small,Normal,0,0,0.0,0,,0.0,3,4.8,Annual,6100000.0,1,0
C01737,100,250000,25000000,7.9,Business,Small,Small Business,1,0,0.0,0,,0.0,7,2.6,Annual,25000000.0,1,0
C01738,30,310000,9300000,0.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.2,Monthly,9300000.0,1,0
C01739,150,230000,34500000,9.6,Business,Large,Hospital,3,1,1728660.0,1,Dedicated,15246038.0,6,4.7,Annual,51474698.0,3,1
C01740,30,290000,8700000,7.4,Personal,Small,Normal,0,1,1664390.0,0,,0.0,5,7.1,Annual,10364390.0,2,0
C01741,30,315000,9450000,8.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,4.1,Monthly,9450000.0,1,0
C01742,200,245000,49000000,1.3,Business,Small,Small Business,1,1,520267.0,0,,0.0,7,8.5,Monthly,49520267.0,2,1
C01743,20,325000,6500000,5.2,Personal,Small,Normal,0,0,0.0,0,,0.0,4,5.5,Annual,6500000.0,1,0
C01744,20,330000,6600000,9.8,Personal,Small,Normal,0,0,0.0,0,,0.0,1,0.0,Monthly,6600000.0,1,0
C01745,30,290000,8700000,5.3,Personal,Small,Normal,0,0,0.0,0,,0.0,3,5.5,Annual,8700000.0,1,0
C01746,300,200000,60000000,8.4,Business,Small,Small Business,1,1,1188232.0,0,,0.0,4,3.1,Annual,61188232.0,2,1
C01747,150,265000,39750000,8.3,Business,Small,Small Business,1,0,0.0,0,,0.0,2,3.7,Annual,39750000.0,1,0
C01748,300,200000,60000000,8.9,Government,Large,Government,3,1,1242960.0,1,VPS,12355751.0,7,5.1,Annual,73598711.0,3,1
C01749,30,310000,9300000,1.0,Business,Large,University,2,0,0.0,0,,0.0,3,7.3,Monthly,9300000.0,1,0
C01750,10,355000,3550000,6.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.8,Monthly,3550000.0,1,0
C01751,30,325000,9750000,4.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.7,Monthly,9750000.0,1,0
C01752,10,360000,3600000,2.7,Personal,Small,Normal,0,1,413473.0,0,,0.0,4,2.9,Monthly,4013473.0,2,0
C01753,200,230000,46000000,7.9,Business,Small,Small Business,1,0,0.0,0,,0.0,6,6.2,Annual,46000000.0,1,1
C01754,30,325000,9750000,0.5,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.6,Monthly,9750000.0,1,0
C01755,10,350000,3500000,4.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,3.1,Monthly,3500000.0,1,0
C01756,200,260000,52000000,4.6,Government,Large,Government,3,0,0.0,1,VPS,16691380.0,3,4.2,Monthly,68691380.0,2,1
C01757,20,330000,6600000,8.4,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.3,Annual,6600000.0,1,0
C01758,300,225000,67500000,7.3,Business,Large,Hospital,3,1,954068.0,1,Dedicated,5418402.0,7,4.3,Annual,73872470.0,3,1
C01759,200,220000,44000000,9.8,Business,Medium,Small Business,1,1,1697663.0,0,,0.0,4,6.4,Annual,45697663.0,2,1
C01760,150,265000,39750000,5.7,Government,Large,Government,3,1,1711767.0,1,VPS,2656055.0,6,7.3,Annual,44117822.0,3,1
C01761,30,295000,8850000,4.8,Personal,Small,Normal,0,1,377486.0,0,,0.0,2,7.3,Monthly,9227486.0,2,0
C01762,20,325000,6500000,5.6,Business,Small,Small Business,1,0,0.0,0,,0.0,4,3.8,Monthly,6500000.0,1,0
C01763,150,230000,34500000,8.9,Business,Small,Small Business,1,1,408930.0,0,,0.0,5,4.7,Annual,34908930.0,2,0
C01764,200,240000,48000000,3.9,Business,Large,ISP Partner,3,1,1331170.0,1,VPS,15812307.0,9,9.6,Monthly,65143477.0,3,1
C01765,10,340000,3400000,6.0,Personal,Small,Normal,0,0,0.0,0,,0.0,4,2.7,Monthly,3400000.0,1,0
C01766,150,230000,34500000,9.3,Business,Large,Hospital,3,1,1771997.0,1,Shared,15848724.0,7,6.8,Monthly,52120721.0,3,1
C01767,100,255000,25500000,1.2,Business,Large,Hospital,3,1,765366.0,0,,0.0,3,4.9,Monthly,26265366.0,2,0
C01768,10,320000,3200000,5.2,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.3,Monthly,3200000.0,1,0
C01769,10,390000,3900000,0.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.9,Monthly,3900000.0,1,0
C01770,150,250000,37500000,6.6,Business,Small,Small Business,1,1,1563904.0,1,VPS,10445439.0,5,5.8,Annual,49509343.0,3,1
C01771,10,325000,3250000,3.5,Business,Small,Small Business,1,0,0.0,1,Shared,9291724.0,8,8.8,Monthly,12541724.0,2,0
C01772,200,245000,49000000,0.8,Business,Large,Enterprise,2,0,0.0,0,,0.0,3,4.3,Monthly,49000000.0,1,1
C01773,300,205000,61500000,7.2,Business,Large,ISP Partner,3,1,1871358.0,0,,0.0,4,5.2,Annual,63371358.0,2,1
C01774,50,295000,14750000,9.7,Business,Small,Small Business,1,1,1756665.0,1,VPS,15225058.0,5,7.9,Annual,31731723.0,3,0
C01775,10,335000,3350000,3.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.6,Monthly,3350000.0,1,0
C01776,100,260000,26000000,2.6,Business,Large,ISP Partner,3,1,1240409.0,1,Shared,19424539.0,12,7.8,Monthly,46664948.0,3,1
C01777,20,340000,6800000,5.1,Personal,Small,Normal,0,0,0.0,0,,0.0,3,3.7,Annual,6800000.0,1,0
C01778,200,220000,44000000,7.1,Government,Large,Government,3,1,899679.0,1,VPS,6386898.0,8,9.7,Annual,51286577.0,3,1
C01779,100,255000,25500000,8.8,Business,Medium,Small Business,1,0,0.0,1,Dedicated,6345723.0,5,4.8,Monthly,31845723.0,2,0
C01780,10,360000,3600000,5.8,Business,Small,Small Business,1,1,1079658.0,0,,0.0,4,2.7,Monthly,4679658.0,2,0
C01781,200,250000,50000000,2.7,Business,Large,University,2,0,0.0,0,,0.0,4,3.7,Monthly,50000000.0,1,1
C01782,10,330000,3300000,3.7,Personal,Small,Normal,0,0,0.0,0,,0.0,3,4.2,Monthly,3300000.0,1,0
C01783,100,255000,25500000,5.9,Government,Large,Government,3,1,1094495.0,1,Shared,7490187.0,10,9.4,Annual,34084682.0,3,0
C01784,50,295000,14750000,1.5,Business,Large,Enterprise,2,0,0.0,0,,0.0,1,4.1,Monthly,14750000.0,1,0
C01785,150,235000,35250000,8.9,Government,Large,Government,3,1,410217.0,1,Shared,13126852.0,11,8.3,Monthly,48787069.0,3,1
C01786,50,275000,13750000,8.2,Business,Small,Small Business,1,1,775104.0,1,VPS,3249919.0,9,6.3,Annual,17775023.0,3,0
C01787,20,320000,6400000,2.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.7,Monthly,6400000.0,1,0
C01788,100,250000,25000000,4.0,Business,Large,Enterprise,2,1,1873642.0,0,,0.0,5,5.9,Monthly,26873642.0,2,0
C01789,20,310000,6200000,2.6,Personal,Small,Normal,0,0,0.0,0,,0.0,3,8.5,Monthly,6200000.0,1,0
C01790,10,320000,3200000,1.5,Business,Small,Small Business,1,0,0.0,0,,0.0,5,6.3,Monthly,3200000.0,1,0
C01791,20,335000,6700000,3.3,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.3,Monthly,6700000.0,1,0
C01792,30,340000,10200000,0.3,Business,Small,Small Business,1,0,0.0,0,,0.0,4,3.5,Monthly,10200000.0,1,0
C01793,100,250000,25000000,7.8,Business,Large,Enterprise,2,1,1928115.0,1,VPS,12552843.0,5,5.8,Annual,39480958.0,3,0
C01794,300,210000,63000000,2.1,Business,Medium,Small Business,1,1,676694.0,0,,0.0,3,4.8,Monthly,63676694.0,2,1
C01795,200,235000,47000000,6.6,Government,Large,Government,3,1,738374.0,1,VPS,4795623.0,9,7.8,Monthly,52533997.0,3,1
C01796,300,205000,61500000,3.8,Business,Medium,Small Business,1,1,1538508.0,0,,0.0,4,7.6,Monthly,63038508.0,2,1
C01797,10,340000,3400000,5.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.4,Monthly,3400000.0,1,0
C01798,30,295000,8850000,4.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.6,Monthly,8850000.0,1,0
C01799,50,280000,14000000,0.4,Business,Large,University,2,1,1370518.0,1,Shared,7312159.0,9,9.0,Monthly,22682677.0,3,0
C01800,30,305000,9150000,8.3,Personal,Small,Normal,0,0,0.0,0,,0.0,1,1.9,Annual,9150000.0,1,0
C01801,300,245000,73500000,1.8,Business,Large,Enterprise,2,1,1479133.0,0,,0.0,6,10.2,Monthly,74979133.0,2,1
C01802,10,365000,3650000,3.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.6,Monthly,3650000.0,1,0
