Customer_ID,Bandwidth_Mbps,Price_Per_Mbps,Monthly_Internet_Fee,Years_With_Company,Customer_Type,Company_Size,Strategic_Category,Strategic_Level,Has_VoIP,Monthly_VoIP_Fee,Has_Server,Server_Type,Monthly_Server_Fee,Support_Tickets_Last_Year,Downtime_Hours_Last_Year,Contract_Type,Total_Monthly_Revenue,Number_of_Services,High_Value,Revenue_Score,Strategic_Score,Services_Score,Company_Size_Score,Customer_Priority_Score
C01618,300,235000,70500000,2.0,Business,Large,Hospital,3,1,1337096.0,0,,0.0,5,2.6,Monthly,71837096.0,2,1,48.62765278735488,63.6,35.6,56.8,50.89382639367744
C01619,150,230000,34500000,5.0,Business,Small,Small Business,1,1,1875167.0,0,,0.0,3,4.7,Monthly,36375167.0,2,0,23.503769769608457,26.0,35.6,25.8,26.16188488480423
C01621,200,235000,47000000,0.6,Government,Large,Government,3,1,429064.0,1,VPS,4008785.0,8,11.7,Monthly,51437849.0,3,1,34.17530037082067,63.6,63.2,56.8,47.80765018541034
C01622,100,250000,25000000,7.0,Business,Small,Small Business,1,1,431529.0,0,,0.0,4,4.3,Annual,25431529.0,2,0,15.750478038057011,26.0,35.6,25.8,22.285239019028506
C01624,30,290000,8700000,3.4,Business,Small,Small Business,1,1,1171037.0,0,,0.0,8,5.6,Monthly,9871037.0,2,0,4.726261597192246,26.0,35.6,25.8,16.773130798596124
C01625,200,225000,45000000,6.0,Government,Large,Government,3,1,1045353.0,1,Shared,14628845.0,8,9.1,Monthly,60674198.0,3,1,40.71902087139127,63.6,63.2,56.8,51.07951043569564
C01627,30,310000,9300000,1.0,Business,Large,ISP Partner,3,1,906361.0,1,VPS,12989407.0,9,5.8,Monthly,23195768.0,3,0,14.166497713138991,63.6,63.2,56.8,37.803248856569496
C01628,50,300000,15000000,9.8,Business,Small,Small Business,1,0,0.0,0,,0.0,0,1.3,Annual,15000000.0,1,0,8.360002627307946,26.0,27.5,25.8,17.375001313653975
C01629,100,290000,29000000,5.5,Business,Medium,Small Business,1,0,0.0,1,Shared,2218480.0,7,8.8,Annual,31218480.0,2,0,19.85038698416738,26.0,35.6,26.2,24.39519349208369
C01630,150,230000,34500000,1.9,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,4.5,Monthly,34500000.0,1,0,22.175261206333783,26.0,27.5,26.2,24.342630603166892
C01631,30,330000,9900000,4.8,Business,Medium,Small Business,1,1,1984191.0,0,,0.0,3,2.3,Monthly,11884191.0,2,0,6.152530472546101,26.0,35.6,26.2,17.54626523627305
C01633,200,220000,44000000,10.0,Business,Large,ISP Partner,3,1,1743437.0,1,Shared,6459182.0,5,8.0,Annual,52202619.0,3,1,34.717120642794086,63.6,63.2,56.8,48.078560321397035
C01634,10,320000,3200000,3.7,Business,Medium,Small Business,1,1,745878.0,0,,0.0,7,9.3,Monthly,3945878.0,2,0,0.5284357660721355,26.0,35.6,26.2,14.734217883036067
C01635,100,280000,28000000,5.0,Business,Small,Small Business,1,0,0.0,0,,0.0,0,6.3,Monthly,28000000.0,1,0,17.57017501332517,26.0,27.5,25.8,21.980087506662585
C01637,30,290000,8700000,7.7,Business,Large,Enterprise,2,1,685824.0,0,,0.0,2,4.3,Annual,9385824.0,2,0,4.382500414581741,43.8,35.6,56.8,24.811250207290872
C01643,100,265000,26500000,5.9,Government,Large,Government,3,1,1965636.0,1,VPS,8030819.0,11,9.2,Annual,36496455.0,3,0,23.5896992610204,63.6,63.2,56.8,42.5148496305102
C01645,150,250000,37500000,6.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,7.3,Annual,37500000.0,1,0,24.300685603106988,26.0,27.5,26.2,25.405342801553495
C01646,50,270000,13500000,5.0,Business,Large,University,2,0,0.0,0,,0.0,2,1.1,Monthly,13500000.0,1,0,7.2972904289213405,43.8,27.5,56.8,25.05364521446067
C01647,300,240000,72000000,4.5,Government,Large,Government,3,0,0.0,1,Shared,3526276.0,3,4.7,Monthly,75526276.0,2,1,51.24134384605081,63.6,35.6,56.8,52.200671923025396
C01651,50,270000,13500000,7.6,Business,Medium,Small Business,1,0,0.0,1,VPS,18266144.0,8,8.9,Annual,31766144.0,2,0,20.238393126445512,26.0,35.6,26.2,24.589196563222757
C01652,300,200000,60000000,2.4,Business,Large,ISP Partner,3,1,1954511.0,1,VPS,9206376.0,8,6.8,Monthly,71160887.0,3,1,48.14857575204901,63.6,63.2,56.8,54.7942878760245
C01653,300,205000,61500000,4.8,Business,Large,Enterprise,2,0,0.0,0,,0.0,0,0.8,Monthly,61500000.0,1,1,41.30408077729264,43.8,27.5,56.8,42.057040388646314
C01655,150,230000,34500000,9.1,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,2.7,Monthly,34500000.0,1,0,22.175261206333783,26.0,27.5,26.2,24.342630603166892
C01658,150,230000,34500000,5.6,Business,Large,ISP Partner,3,1,1906390.0,1,Shared,11173675.0,5,7.0,Annual,47580065.0,3,1,31.442157627126893,63.6,63.2,56.8,46.44107881356345
C01662,150,255000,38250000,5.3,Business,Small,Small Business,1,0,0.0,0,,0.0,6,6.6,Monthly,38250000.0,1,0,24.83204170230029,26.0,27.5,25.8,25.611020851150148
C01663,30,315000,9450000,1.3,Business,Medium,Small Business,1,1,1763980.0,0,,0.0,4,6.1,Monthly,11213980.0,2,0,5.67770286908418,26.0,35.6,26.2,17.308851434542092
C01669,150,230000,34500000,5.1,Business,Large,ISP Partner,3,1,1335691.0,1,Dedicated,15978860.0,6,8.4,Annual,51814551.0,3,1,34.44218424452509,63.6,63.2,56.8,47.941092122262546
C01671,200,240000,48000000,1.1,Government,Large,Government,3,1,971945.0,1,VPS,10378549.0,10,10.5,Monthly,59350494.0,3,1,39.78120994615585,63.6,63.2,56.8,50.610604973077926
C01674,150,280000,42000000,0.7,Business,Large,University,2,1,1753464.0,0,,0.0,3,3.5,Monthly,43753464.0,2,0,28.731107253087977,43.8,35.6,56.8,36.98555362654399
C01676,100,275000,27500000,4.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,0.5,Monthly,27500000.0,1,0,17.21593761386297,26.0,27.5,26.2,21.862968806931484
C01677,100,265000,26500000,9.5,Business,Medium,Small Business,1,1,1517446.0,0,,0.0,2,6.9,Annual,28017446.0,2,0,17.582535064667205,26.0,35.6,26.2,23.2612675323336
C01678,150,250000,37500000,4.9,Business,Medium,Small Business,1,1,868521.0,0,,0.0,6,7.8,Monthly,38368521.0,2,0,24.91601084394361,26.0,35.6,26.2,26.928005421971804
C01679,150,260000,39000000,3.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,1.3,Monthly,39000000.0,1,0,25.36339780149359,26.0,27.5,26.2,25.936698900746794
C01680,50,270000,13500000,7.4,Business,Small,Small Business,1,1,1431974.0,1,Dedicated,18101593.0,5,5.0,Annual,33033567.0,3,0,21.136330381522676,26.0,63.2,25.8,29.11816519076134
C01682,300,200000,60000000,5.2,Government,Large,Government,3,1,1009249.0,1,VPS,7692233.0,5,6.6,Monthly,68701482.0,3,1,46.40614928920034,63.6,63.2,56.8,53.92307464460016
C01684,200,230000,46000000,6.2,Business,Medium,Small Business,1,0,0.0,1,Shared,13143781.0,5,5.5,Annual,59143781.0,2,1,39.634758995045786,26.0,35.6,26.2,34.28737949752289
C01685,150,230000,34500000,4.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,5.2,Monthly,34500000.0,1,0,22.175261206333783,26.0,27.5,26.2,24.342630603166892
C01687,150,280000,42000000,2.1,Government,Large,Government,3,1,1737884.0,1,VPS,5183596.0,10,8.6,Monthly,48921480.0,3,1,32.39251634952607,63.6,63.2,56.8,46.91625817476303
C01688,300,200000,60000000,7.6,Government,Large,Government,3,1,401194.0,1,Shared,16320141.0,14,10.7,Annual,76721335.0,3,1,52.088013030778605,63.6,63.2,56.8,56.7640065153893
C01696,200,245000,49000000,7.1,Business,Small,Small Business,1,1,898724.0,0,,0.0,6,5.7,Monthly,49898724.0,2,1,33.08486909592615,26.0,35.6,25.8,30.952434547963076
C01699,30,340000,10200000,1.9,Business,Small,Small Business,1,0,0.0,0,,0.0,0,4.2,Monthly,10200000.0,1,0,4.959323592470814,26.0,27.5,25.8,15.674661796235409
C01701,20,315000,6300000,7.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,4.1,Monthly,6300000.0,1,0,2.196271876665646,26.0,27.5,26.2,14.353135938332823
C01702,200,220000,44000000,6.2,Business,Large,Hospital,3,0,0.0,0,,0.0,6,10.2,Annual,44000000.0,1,1,28.9057717961156,63.6,27.5,56.8,39.817885898057796
C01705,30,290000,8700000,9.1,Business,Medium,Small Business,1,0,0.0,1,Dedicated,14042932.0,3,2.8,Annual,22742932.0,2,0,13.845674819093261,26.0,35.6,26.2,21.39283740954663
C01707,200,230000,46000000,8.3,Business,Large,Enterprise,2,1,688605.0,0,,0.0,5,6.5,Annual,46688605.0,2,1,30.810580682877745,43.8,35.6,56.8,38.025290341438875
C01709,300,210000,63000000,3.7,Government,Large,Government,3,1,1362065.0,1,Shared,12546748.0,5,5.1,Monthly,76908813.0,3,1,52.220836469131356,63.6,63.2,56.8,56.83041823456567
C01710,100,270000,27000000,6.3,Business,Large,University,2,0,0.0,1,VPS,13521998.0,9,8.4,Annual,40521998.0,2,0,26.441695028506935,43.8,35.6,56.8,35.84084751425347
C01712,100,255000,25500000,3.8,Government,Large,Government,3,1,1209412.0,1,Dedicated,2278339.0,9,10.4,Monthly,28987751.0,3,0,18.26997170443755,63.6,63.2,56.8,39.854985852218775
C01713,150,230000,34500000,7.4,Business,Medium,Small Business,1,1,1314339.0,0,,0.0,5,2.6,Annual,35814339.0,2,0,23.106437265077282,26.0,35.6,26.2,26.02321863253864
C01714,100,250000,25000000,7.8,Business,Large,ISP Partner,3,1,1467380.0,1,Dedicated,19199902.0,9,9.4,Annual,45667282.0,3,1,30.08699907581588,63.6,63.2,56.8,45.76349953790793
C01715,150,240000,36000000,4.4,Government,Large,Government,3,1,1769636.0,1,Shared,15675600.0,8,6.6,Monthly,53445236.0,3,1,35.59748347200913,63.6,63.2,56.8,48.51874173600456
C01717,300,225000,67500000,9.1,Business,Large,ISP Partner,3,1,1918344.0,1,Shared,13691770.0,8,4.8,Monthly,83110114.0,3,1,56.61430194817605,63.6,63.2,56.8,59.027150974088016
C01718,300,235000,70500000,1.6,Business,Medium,Small Business,1,1,997161.0,0,,0.0,5,8.6,Monthly,71497161.0,2,1,48.386817406582516,26.0,35.6,26.2,38.66340870329126
C01722,200,240000,48000000,3.6,Government,Large,Government,3,1,1751181.0,1,VPS,8709334.0,9,7.8,Monthly,58460515.0,3,1,39.15068225308391,63.6,63.2,56.8,50.295341126541956
C01723,100,285000,28500000,1.2,Government,Large,Government,3,1,844066.0,0,,0.0,5,3.5,Monthly,29344066.0,2,0,18.522411902416295,63.6,35.6,56.8,35.841205951208146
C01726,100,250000,25000000,9.0,Government,Large,Government,3,1,607489.0,1,Dedicated,17261380.0,7,10.2,Monthly,42868869.0,3,0,28.104393988333445,63.6,63.2,56.8,44.77219699416672
C01730,300,200000,60000000,5.7,Business,Large,University,2,1,547038.0,0,,0.0,4,4.9,Monthly,60547038.0,2,1,40.628931215960044,43.8,35.6,56.8,42.934465607980016
C01733,30,345000,10350000,1.0,Business,Large,Enterprise,2,0,0.0,0,,0.0,9,10.3,Monthly,10350000.0,1,0,5.065594812309475,43.8,27.5,56.8,23.937797406154736
C01734,150,280000,42000000,0.4,Government,Large,Government,3,1,996592.0,1,Shared,8041720.0,5,6.7,Monthly,51038312.0,3,1,33.89223847508281,63.6,63.2,56.8,47.66611923754141
C01735,100,265000,26500000,4.5,Government,Large,Government,3,1,1487832.0,1,VPS,9511835.0,6,4.7,Monthly,37499667.0,3,0,24.30044968099895,63.6,63.2,56.8,42.870224840499475
C01737,100,250000,25000000,7.9,Business,Small,Small Business,1,0,0.0,0,,0.0,7,2.6,Annual,25000000.0,1,0,15.444750616551964,26.0,27.5,25.8,20.917375308275982
C01739,150,230000,34500000,9.6,Business,Large,Hospital,3,1,1728660.0,1,Dedicated,15246038.0,6,4.7,Annual,51474698.0,3,1,34.201406958686235,63.6,63.2,56.8,47.82070347934311
C01741,30,315000,9450000,8.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,4.1,Monthly,9450000.0,1,0,4.427967493277513,26.0,27.5,26.2,15.468983746638756
C01742,200,245000,49000000,1.3,Business,Small,Small Business,1,1,520267.0,0,,0.0,7,8.5,Monthly,49520267.0,2,1,32.81674184894962,26.0,35.6,25.8,30.81837092447481
C01746,300,200000,60000000,8.4,Business,Small,Small Business,1,1,1188232.0,0,,0.0,4,3.1,Annual,61188232.0,2,1,41.083201006181575,26.0,35.6,25.8,34.95160050309079
C01747,150,265000,39750000,8.3,Business,Small,Small Business,1,0,0.0,0,,0.0,2,3.7,Annual,39750000.0,1,0,25.894753900686894,26.0,27.5,25.8,26.142376950343447
C01748,300,200000,60000000,8.9,Government,Large,Government,3,1,1242960.0,1,VPS,12355751.0,7,5.1,Annual,73598711.0,3,1,49.87571262026209,63.6,63.2,56.8,55.65785631013104
C01749,30,310000,9300000,1.0,Business,Large,University,2,0,0.0,0,,0.0,3,7.3,Monthly,9300000.0,1,0,4.321696273438852,43.8,27.5,56.8,23.565848136719424
C01753,200,230000,46000000,7.9,Business,Small,Small Business,1,0,0.0,0,,0.0,6,6.2,Annual,46000000.0,1,1,30.322721393964404,26.0,27.5,25.8,28.356360696982204
C01756,200,260000,52000000,4.6,Government,Large,Government,3,0,0.0,1,VPS,16691380.0,3,4.2,Monthly,68691380.0,2,1,46.398992276781605,63.6,35.6,56.8,49.7794961383908
C01758,300,225000,67500000,7.3,Business,Large,Hospital,3,1,954068.0,1,Dedicated,5418402.0,7,4.3,Annual,73872470.0,3,1,50.069663972740834,63.6,63.2,56.8,55.75483198637042
C01759,200,220000,44000000,9.8,Business,Medium,Small Business,1,1,1697663.0,0,,0.0,4,6.4,Annual,45697663.0,2,1,30.108523248682,26.0,35.6,26.2,29.524261624341
C01760,150,265000,39750000,5.7,Government,Large,Government,3,1,1711767.0,1,VPS,2656055.0,6,7.3,Annual,44117822.0,3,1,28.989245713874475,63.6,63.2,56.8,45.21462285693724
C01762,20,325000,6500000,5.6,Business,Small,Small Business,1,0,0.0,0,,0.0,4,3.8,Monthly,6500000.0,1,0,2.3379668364505273,26.0,27.5,25.8,14.363983418225263
C01763,150,230000,34500000,8.9,Business,Small,Small Business,1,1,408930.0,0,,0.0,5,4.7,Annual,34908930.0,2,0,22.464977805857938,26.0,35.6,25.8,25.64248890292897
C01764,200,240000,48000000,3.9,Business,Large,ISP Partner,3,1,1331170.0,1,VPS,15812307.0,9,9.6,Monthly,65143477.0,3,1,43.885392412253324,63.6,63.2,56.8,52.662696206126654
C01766,150,230000,34500000,9.3,Business,Large,Hospital,3,1,1771997.0,1,Shared,15848724.0,7,6.8,Monthly,52120721.0,3,1,34.65909797371177,63.6,63.2,56.8,48.04954898685588
C01767,100,255000,25500000,1.2,Business,Large,Hospital,3,1,765366.0,0,,0.0,3,4.9,Monthly,26265366.0,2,0,16.34123053896774,63.6,35.6,56.8,34.75061526948387
C01770,150,250000,37500000,6.6,Business,Small,Small Business,1,1,1563904.0,1,VPS,10445439.0,5,5.8,Annual,49509343.0,3,1,32.80900247024617,26.0,63.2,25.8,34.95450123512308
C01771,10,325000,3250000,3.5,Business,Small,Small Business,1,0,0.0,1,Shared,9291724.0,8,8.8,Monthly,12541724.0,2,0,6.618376032507261,26.0,35.6,25.8,17.719188016253632
C01772,200,245000,49000000,0.8,Business,Large,Enterprise,2,0,0.0,0,,0.0,3,4.3,Monthly,49000000.0,1,1,32.44814579073761,43.8,27.5,56.8,37.62907289536881
C01773,300,205000,61500000,7.2,Business,Large,ISP Partner,3,1,1871358.0,0,,0.0,4,5.2,Annual,63371358.0,2,1,42.62989076005821,63.6,35.6,56.8,47.8949453800291
C01774,50,295000,14750000,9.7,Business,Small,Small Business,1,1,1756665.0,1,VPS,15225058.0,5,7.9,Annual,31731723.0,3,0,20.214006715391736,26.0,63.2,25.8,28.65700335769587
C01776,100,260000,26000000,2.6,Business,Large,ISP Partner,3,1,1240409.0,1,Shared,19424539.0,12,7.8,Monthly,46664948.0,3,1,30.79382029455959,63.6,63.2,56.8,46.116910147279796
C01778,200,220000,44000000,7.1,Government,Large,Government,3,1,899679.0,1,VPS,6386898.0,8,9.7,Annual,51286577.0,3,1,34.068127971037775,63.6,63.2,56.8,47.75406398551888
C01779,100,255000,25500000,8.8,Business,Medium,Small Business,1,0,0.0,1,Dedicated,6345723.0,5,4.8,Monthly,31845723.0,2,0,20.29477284246912,26.0,35.6,26.2,24.61738642123456
C01780,10,360000,3600000,5.8,Business,Small,Small Business,1,1,1079658.0,0,,0.0,4,2.7,Monthly,4679658.0,2,0,1.0483004040268828,26.0,35.6,25.8,14.934150202013441
C01781,200,250000,50000000,2.7,Business,Large,University,2,0,0.0,0,,0.0,4,3.7,Monthly,50000000.0,1,1,33.15662058966202,43.8,27.5,56.8,37.983310294831014
C01783,100,255000,25500000,5.9,Government,Large,Government,3,1,1094495.0,1,Shared,7490187.0,10,9.4,Annual,34084682.0,3,0,21.881018869794097,63.6,63.2,56.8,41.66050943489705
C01784,50,295000,14750000,1.5,Business,Large,Enterprise,2,0,0.0,0,,0.0,1,4.1,Monthly,14750000.0,1,0,8.182883927576842,43.8,27.5,56.8,25.49644196378842
C01785,150,235000,35250000,8.9,Government,Large,Government,3,1,410217.0,1,Shared,13126852.0,11,8.3,Monthly,48787069.0,3,1,32.29728954332784,63.6,63.2,56.8,46.868644771663924
C01786,50,275000,13750000,8.2,Business,Small,Small Business,1,1,775104.0,1,VPS,3249919.0,9,6.3,Annual,17775023.0,3,0,10.326036489243535,26.0,63.2,25.8,23.713018244621768
C01788,100,250000,25000000,4.0,Business,Large,Enterprise,2,1,1873642.0,0,,0.0,5,5.9,Monthly,26873642.0,2,0,16.77217875575828,43.8,35.6,56.8,31.00608937787914
C01790,10,320000,3200000,1.5,Business,Small,Small Business,1,0,0.0,0,,0.0,5,6.3,Monthly,3200000.0,1,0,0.0,26.0,27.5,25.8,13.195
C01792,30,340000,10200000,0.3,Business,Small,Small Business,1,0,0.0,0,,0.0,4,3.5,Monthly,10200000.0,1,0,4.959323592470814,26.0,27.5,25.8,15.674661796235409
C01793,100,250000,25000000,7.8,Business,Large,Enterprise,2,1,1928115.0,1,VPS,12552843.0,5,5.8,Annual,39480958.0,3,0,25.704144423834673,43.8,63.2,56.8,39.61207221191734
C01794,300,210000,63000000,2.1,Business,Medium,Small Business,1,1,676694.0,0,,0.0,3,4.8,Monthly,63676694.0,2,1,42.84621362126259,26.0,35.6,26.2,35.893106810631295
C01795,200,235000,47000000,6.6,Government,Large,Government,3,1,738374.0,1,VPS,4795623.0,9,7.8,Monthly,52533997.0,3,1,34.951893604712055,63.6,63.2,56.8,48.19594680235602
C01796,300,205000,61500000,3.8,Business,Medium,Small Business,1,1,1538508.0,0,,0.0,4,7.6,Monthly,63038508.0,2,1,42.394074923236225,26.0,35.6,26.2,35.66703746161811
C01799,50,280000,14000000,0.4,Business,Large,University,2,1,1370518.0,1,Shared,7312159.0,9,9.0,Monthly,22682677.0,3,0,13.802985670084073,43.8,63.2,56.8,33.66149283504204
C01801,300,245000,73500000,1.8,Business,Large,Enterprise,2,1,1479133.0,0,,0.0,6,10.2,Monthly,74979133.0,2,1,50.853706819142914,43.8,35.6,56.8,48.046853409571455
C01803,150,230000,34500000,4.9,Business,Large,Enterprise,2,0,0.0,1,Dedicated,8794163.0,3,4.1,Monthly,43294163.0,2,0,28.4057040694672,43.8,35.6,56.8,36.8228520347336
C01807,20,335000,6700000,6.4,Business,Small,Small Business,1,0,0.0,0,,0.0,4,4.2,Annual,6700000.0,1,0,2.4796617962354075,26.0,27.5,25.8,14.434830898117703
C01809,200,220000,44000000,1.5,Business,Medium,Small Business,1,1,1617476.0,0,,0.0,3,5.1,Monthly,45617476.0,2,1,30.05171277998065,26.0,35.6,26.2,29.495856389990326
C01810,100,260000,26000000,7.7,Government,Large,Government,3,1,1577802.0,0,,0.0,4,6.4,Annual,27577802.0,2,0,17.271058370168884,63.6,35.6,56.8,35.21552918508444
C01817,150,240000,36000000,9.6,Government,Large,Government,3,1,595760.0,0,,0.0,5,6.7,Annual,36595760.0,2,0,23.660054350927588,63.6,35.6,56.8,38.410027175463796
C01818,50,270000,13500000,5.6,Business,Small,Small Business,1,0,0.0,0,,0.0,4,5.8,Annual,13500000.0,1,0,7.2972904289213405,26.0,27.5,25.8,16.843645214460672
C01819,100,290000,29000000,4.6,Business,Large,Enterprise,2,1,1889573.0,1,Dedicated,19979423.0,11,11.6,Monthly,50868996.0,3,1,33.77228235602813,43.8,63.2,56.8,43.64614117801406
C01820,100,250000,25000000,2.7,Business,Large,ISP Partner,3,1,1747863.0,0,,0.0,7,5.9,Monthly,26747863.0,2,0,16.683067504024365,63.6,35.6,56.8,34.92153375201218
C01822,150,260000,39000000,9.5,Business,Large,Enterprise,2,0,0.0,0,,0.0,0,2.9,Monthly,39000000.0,1,0,25.36339780149359,43.8,27.5,56.8,34.086698900746796
C01824,100,275000,27500000,8.7,Business,Small,Small Business,1,1,843823.0,0,,0.0,2,7.0,Monthly,28343823.0,2,0,17.813764944115754,26.0,35.6,25.8,23.316882472057877
C01829,100,260000,26000000,2.3,Business,Large,Enterprise,2,1,1739509.0,0,,0.0,7,10.6,Monthly,27739509.0,2,0,17.385623704478554,43.8,35.6,56.8,31.312811852239278
C01831,200,220000,83922848,8.1,Government,Large,Government,3,1,499947.0,1,Shared,11605935.0,9,9.1,Annual,96028730.0,3,1,65.7668158211576,63.6,63.2,56.8,63.603407910578795
C01833,100,250000,25000000,6.8,Government,Large,Government,3,1,1328261.0,0,,0.0,5,8.1,Annual,26328261.0,2,0,16.385790061446087,63.6,35.6,56.8,34.77289503072304
C01837,150,270000,40500000,6.5,Business,Small,Small Business,1,0,0.0,0,,0.0,1,4.3,Annual,40500000.0,1,0,26.426109999880193,26.0,27.5,25.8,26.4080549999401
C01839,100,285000,28500000,5.5,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,3.9,Monthly,28500000.0,1,0,17.92441241278737,26.0,27.5,26.2,22.217206206393683
C01840,100,250000,25000000,8.3,Business,Large,ISP Partner,3,1,817105.0,1,Shared,15575352.0,8,6.6,Annual,41392457.0,3,0,27.05839329350387,63.6,63.2,56.8,44.249196646751926
C01842,20,360000,7200000,1.7,Business,Small,Small Business,1,1,478575.0,0,,0.0,4,7.3,Monthly,7678575.0,2,0,3.1729575225928537,26.0,35.6,25.8,15.996478761296427
C01844,100,250000,25000000,5.6,Business,Medium,Small Business,1,1,898062.0,1,VPS,18691852.0,8,8.7,Annual,44589914.0,3,1,29.32371099864829,26.0,63.2,26.2,33.27185549932415
C01845,150,260000,39000000,9.0,Government,Large,Government,3,1,1361131.0,1,VPS,5834354.0,9,9.9,Annual,46195485.0,3,1,30.461217590032145,63.6,63.2,56.8,45.950608795016066
C01848,150,260000,39000000,9.3,Business,Medium,Small Business,1,0,0.0,1,VPS,18568066.0,5,6.7,Annual,57568066.0,2,1,38.51840462725862,26.0,35.6,26.2,33.72920231362931
C01849,50,270000,13500000,2.8,Business,Medium,Small Business,1,1,1130900.0,1,Shared,19973608.0,8,9.7,Monthly,34604508.0,3,0,22.249302490619772,26.0,63.2,26.2,29.734651245309887
C01850,100,260000,26000000,0.5,Government,Large,Government,3,1,1005258.0,0,,0.0,7,7.9,Monthly,27005258.0,2,0,16.865425374893512,63.6,35.6,56.8,35.01271268744676
C01851,100,265000,26500000,7.1,Government,Large,Government,3,0,0.0,1,Dedicated,10129827.0,6,6.6,Annual,36629827.0,2,0,23.684189961902547,63.6,35.6,56.8,38.42209498095127
C01856,100,275000,27500000,4.8,Business,Small,Small Business,1,1,400387.0,1,VPS,11977465.0,8,6.2,Monthly,39877852.0,3,0,25.985333820678974,26.0,63.2,25.8,31.542666910339488
C01857,30,335000,10050000,5.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,7.3,Monthly,10050000.0,1,0,4.853052372632154,26.0,27.5,26.2,15.681526186316077
C01859,50,305000,15250000,0.4,Business,Small,Small Business,1,0,0.0,1,VPS,15323920.0,9,4.8,Monthly,30573920.0,2,0,19.393732467772665,26.0,35.6,25.8,24.106866233886333
C01861,30,345000,10350000,3.3,Business,Large,Enterprise,2,1,771433.0,0,,0.0,4,5.2,Monthly,11121433.0,2,0,5.612135651868123,43.8,35.6,56.8,25.42606782593406
C01863,150,245000,36750000,5.6,Business,Medium,Small Business,1,1,561611.0,0,,0.0,2,3.9,Annual,37311611.0,2,0,24.16721674421242,26.0,35.6,26.2,26.55360837210621
C01865,20,335000,6700000,7.2,Business,Small,Small Business,1,0,0.0,0,,0.0,3,4.2,Annual,6700000.0,1,0,2.4796617962354075,26.0,27.5,25.8,14.434830898117703
C01869,100,250000,25000000,4.8,Business,Large,University,2,1,930701.0,0,,0.0,4,3.5,Monthly,25930701.0,2,0,16.104128820385704,43.8,35.6,56.8,30.672064410192853
C01870,50,280000,14000000,1.3,Business,Small,Small Business,1,0,0.0,0,,0.0,3,4.6,Monthly,14000000.0,1,0,7.651527828383542,26.0,27.5,25.8,17.02076391419177
C01873,150,230000,34500000,9.7,Business,Small,Small Business,1,1,1886682.0,0,,0.0,5,5.1,Monthly,36386682.0,2,0,23.51192785691807,26.0,35.6,25.8,26.165963928459036
C01876,300,210000,63000000,3.2,Business,Large,Enterprise,2,1,634413.0,1,VPS,5878375.0,9,10.0,Monthly,69512788.0,3,1,46.9809391444165,43.8,63.2,56.8,50.250469572208246
C01877,50,270000,13500000,9.0,Business,Large,Hospital,3,1,730820.0,0,,0.0,4,3.1,Annual,14230820.0,2,0,7.815057981471273,63.6,35.6,56.8,30.487528990735637
C01879,100,260000,26000000,4.8,Government,Large,Government,3,1,666924.0,1,Dedicated,5789670.0,5,8.0,Monthly,32456594.0,3,0,20.727559551362866,63.6,63.2,56.8,41.083779775681435
C01880,200,230000,46000000,5.0,Business,Small,Small Business,1,0,0.0,1,VPS,4635208.0,5,4.1,Monthly,50635208.0,2,1,33.60664944973719,26.0,35.6,25.8,31.213324724868595
C01881,30,290000,8700000,3.8,Business,Small,Small Business,1,0,0.0,0,,0.0,6,7.7,Monthly,8700000.0,1,0,3.8966113940842115,26.0,27.5,25.8,15.143305697042106
C01882,200,240000,48000000,6.9,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,3.5,Annual,48000000.0,1,1,31.73967099181321,26.0,27.5,26.2,29.124835495906606
C01884,150,230000,34500000,5.1,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,5.4,Annual,34500000.0,1,0,22.175261206333783,26.0,27.5,26.2,24.342630603166892
C01889,30,330000,9900000,6.6,Business,Medium,Small Business,1,1,1826193.0,0,,0.0,5,5.5,Annual,11726193.0,2,0,6.040592871265644,26.0,35.6,26.2,17.49029643563282
C01892,30,305000,9150000,2.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,5.3,Monthly,9150000.0,1,0,4.2154250536001925,26.0,27.5,26.2,15.362712526800095
C01893,300,240000,72000000,0.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,4.6,Monthly,72000000.0,1,1,48.74306616599886,26.0,27.5,26.2,37.62653308299943
C01894,100,295000,29500000,2.0,Business,Small,Small Business,1,0,0.0,1,VPS,9709510.0,7,7.0,Monthly,39209510.0,2,0,25.511830356616244,26.0,35.6,25.8,27.165915178308122
C01895,200,220000,44000000,5.7,Business,Small,Small Business,1,1,1332975.0,0,,0.0,2,4.8,Monthly,45332975.0,2,1,29.85015099121186,26.0,35.6,25.8,29.33507549560593
